txn_id,customer_id,txn_date,txn_amount,txn_type,channel
1227,140,2025-08-30 22:17:04.826832,808.73,deposit,branch
1228,740,2025-03-25 22:17:04.826835,2509.27,withdrawal,atm
1229,975,2024-11-21 22:17:04.826838,857.73,deposit,app
1230,795,2025-02-05 22:17:04.826842,4105.61,payment,app
1231,397,2025-03-08 22:17:04.826845,484.4,deposit,app
1232,642,2025-01-31 22:17:04.826848,824.51,deposit,atm
1233,476,2025-01-01 22:17:04.826851,1286.41,payment,branch
1234,741,2024-12-08 22:17:04.826854,4835.23,deposit,atm
1235,147,2025-05-12 22:17:04.826858,2896.92,withdrawal,atm
1236,870,2024-12-21 22:17:04.826861,1349.16,withdrawal,app
1237,64,2024-11-19 22:17:04.826864,4787.02,withdrawal,atm
1238,766,2025-04-20 22:17:04.826868,4718.19,withdrawal,atm
1239,697,2024-11-25 22:17:04.826871,201.18,deposit,app
1240,570,2024-10-18 22:17:04.826874,3083.07,deposit,app
1241,734,2025-03-01 22:17:04.826877,4010.46,withdrawal,app
1242,985,2025-03-26 22:17:04.826881,2239.46,deposit,branch
1243,658,2025-09-17 22:17:04.826884,540.49,deposit,branch
1244,928,2025-04-20 22:17:04.826887,3025.98,payment,app
1245,72,2025-04-02 22:17:04.826890,1289.94,deposit,app
1246,62,2025-04-30 22:17:04.826897,217.6,deposit,app
1247,459,2025-03-04 22:17:04.826900,2069.18,deposit,atm
1248,75,2024-12-08 22:17:04.826903,341.9,payment,atm
1249,878,2025-03-12 22:17:04.826907,2214.88,deposit,branch
1250,593,2025-06-22 22:17:04.826910,4223.41,deposit,atm
1251,566,2025-07-07 22:17:04.826913,768.64,withdrawal,branch
1252,56,2025-07-04 22:17:04.826916,251.81,withdrawal,app
1253,187,2024-12-10 22:17:04.826919,1656.33,deposit,branch
1254,398,2025-02-06 22:17:04.826922,2150.06,withdrawal,branch
1255,654,2025-05-11 22:17:04.826925,1623.35,payment,branch
1256,798,2025-03-09 22:17:04.826929,3047.81,deposit,atm
1257,624,2025-08-20 22:17:04.826931,1980.44,withdrawal,atm
1258,104,2025-01-19 22:17:04.826935,1499.72,payment,app
1259,546,2025-01-27 22:17:04.826938,3219.96,payment,branch
1260,905,2025-04-02 22:17:04.826940,3309.89,withdrawal,app
1261,388,2024-10-31 22:17:04.826943,4498.97,payment,branch
1262,225,2025-08-26 22:17:04.826947,3489.95,withdrawal,app
1263,510,2025-04-06 22:17:04.826950,3076.98,payment,atm
1264,726,2025-01-17 22:17:04.826953,342.57,deposit,branch
1265,985,2025-06-21 22:17:04.826956,3875.83,payment,atm
1266,243,2025-05-30 22:17:04.826959,904.65,withdrawal,branch
1267,857,2025-01-23 22:17:04.826963,4308.36,withdrawal,atm
1268,520,2025-03-20 22:17:04.826966,3830.77,payment,branch
1269,48,2025-01-02 22:17:04.826969,86.41,deposit,branch
1270,779,2025-07-06 22:17:04.826973,209.98,withdrawal,branch
1271,328,2024-12-18 22:17:04.826976,2250.96,withdrawal,branch
1272,545,2025-09-14 22:17:04.826979,1162.37,payment,atm
1273,328,2024-10-23 22:17:04.826982,3413.38,withdrawal,app
1274,480,2025-08-27 22:17:04.826985,734.27,deposit,app
1275,590,2025-05-27 22:17:04.826988,1219.13,deposit,branch
1276,529,2025-07-24 22:17:04.826992,2897.41,deposit,atm
1277,489,2025-05-25 22:17:04.826995,3983.04,withdrawal,app
1278,332,2025-04-04 22:17:04.826998,190.74,withdrawal,atm
1279,17,2025-05-17 22:17:04.827001,2204.59,deposit,atm
1280,110,2025-02-01 22:17:04.827004,253.38,payment,app
1281,100,2025-06-09 22:17:04.827008,4695.81,deposit,branch
1282,951,2025-03-22 22:17:04.827011,1122.82,withdrawal,app
1283,285,2025-01-09 22:17:04.827014,4513.21,deposit,atm
1284,564,2024-12-16 22:17:04.827017,3613.74,payment,branch
1285,482,2024-12-19 22:17:04.827021,2201.65,deposit,app
1286,976,2024-12-06 22:17:04.827024,1709.12,deposit,atm
1287,222,2025-01-28 22:17:04.827027,902.9,deposit,branch
1288,984,2025-01-05 22:17:04.827030,4581.97,payment,app
1289,272,2025-04-04 22:17:04.827039,4693.23,deposit,app
1290,28,2024-10-19 22:17:04.827043,1749.98,payment,atm
1291,372,2025-06-05 22:17:04.827046,1541.18,withdrawal,atm
1292,162,2025-04-08 22:17:04.827049,2574.58,deposit,branch
1293,482,2025-02-13 22:17:04.827052,4349.53,payment,branch
1294,554,2024-12-20 22:17:04.827055,4518.68,withdrawal,branch
1295,466,2025-06-25 22:17:04.827059,3543.96,withdrawal,branch
1296,354,2024-10-06 22:17:04.827062,2082.07,payment,atm
1297,546,2025-07-13 22:17:04.827065,3306.68,withdrawal,app
1298,27,2025-02-09 22:17:04.827068,3629.53,withdrawal,atm
1299,24,2025-07-12 22:17:04.827071,2558.14,payment,atm
1300,36,2025-03-15 22:17:04.827075,1449.46,deposit,app
1301,934,2024-10-22 22:17:04.827078,1101.18,deposit,app
1302,99,2025-01-06 22:17:04.827081,1807.34,payment,atm
1303,258,2024-12-31 22:17:04.827085,4162.79,deposit,atm
1304,668,2025-05-07 22:17:04.827088,3021.28,deposit,app
1305,172,2024-11-22 22:17:04.827091,671.76,deposit,app
1306,443,2025-01-28 22:17:04.827094,1204.62,deposit,atm
1307,787,2025-03-07 22:17:04.827097,2850.28,withdrawal,app
1308,867,2025-02-20 22:17:04.827100,1455.45,withdrawal,atm
1309,556,2025-03-16 22:17:04.827103,4639.4,payment,app
1310,117,2025-08-02 22:17:04.827107,3696.28,deposit,app
1311,229,2025-03-03 22:17:04.827110,2258.08,deposit,branch
1312,999,2025-05-31 22:17:04.827115,4577.15,withdrawal,atm
1313,825,2025-09-04 22:17:04.827120,1264.17,withdrawal,app
1314,827,2025-07-15 22:17:04.827123,1177.7,payment,atm
1315,489,2025-07-25 22:17:04.827126,692.58,payment,branch
1316,336,2025-07-29 22:17:04.827130,4508.95,withdrawal,app
1317,777,2025-04-14 22:17:04.827133,615.01,deposit,branch
1318,414,2025-08-21 22:17:04.827136,1552.27,withdrawal,app
1319,301,2024-11-17 22:17:04.827139,125.56,withdrawal,branch
1320,928,2025-01-04 22:17:04.827142,1476.85,deposit,app
1321,22,2024-10-06 22:17:04.827146,245.35,payment,app
1322,11,2025-07-11 22:17:04.827148,4664.39,payment,atm
1323,442,2025-02-20 22:17:04.827152,1196.33,withdrawal,atm
1324,206,2025-01-09 22:17:04.827155,2578.48,withdrawal,atm
1325,548,2025-04-29 22:17:04.827158,3334.37,deposit,branch
1326,791,2025-07-25 22:17:04.827161,3297.18,deposit,app
1327,787,2025-05-07 22:17:04.827165,4255.26,payment,atm
1328,418,2025-05-02 22:17:04.827168,4437.9,deposit,app
1329,849,2025-07-07 22:17:04.827171,513.85,deposit,app
1330,415,2025-04-20 22:17:04.827174,1835.22,deposit,atm
1331,16,2025-04-27 22:17:04.827177,4063.08,withdrawal,branch
1332,644,2025-01-14 22:17:04.827181,4874.53,deposit,branch
1333,713,2024-10-18 22:17:04.827184,4531.73,withdrawal,branch
1334,221,2025-07-19 22:17:04.827187,3293.14,withdrawal,branch
1335,64,2025-02-15 22:17:04.827190,1903.21,deposit,app
1336,673,2025-03-06 22:17:04.827193,2694.93,payment,atm
1337,828,2025-02-07 22:17:04.827196,3744.94,payment,atm
1338,532,2025-08-14 22:17:04.827200,1361.35,deposit,atm
1339,782,2025-01-12 22:17:04.827204,1378.89,payment,atm
1340,142,2025-04-25 22:17:04.827207,227.4,payment,atm
1341,253,2025-01-18 22:17:04.827210,2450.4,deposit,atm
1342,135,2024-09-24 22:17:04.827214,2489.06,deposit,atm
1343,570,2024-10-28 22:17:04.827217,2430.81,withdrawal,atm
1344,967,2025-03-16 22:17:04.827220,4651.19,withdrawal,atm
1345,137,2025-07-31 22:17:04.827223,2628.96,withdrawal,atm
1346,204,2024-10-28 22:17:04.827226,4412.67,deposit,branch
1347,69,2025-01-27 22:17:04.827230,1832.39,payment,app
1348,756,2024-12-27 22:17:04.827233,3002.78,payment,branch
1349,642,2024-09-20 22:17:04.827236,2414.52,deposit,atm
1350,841,2025-01-09 22:17:04.827239,3409.87,payment,app
1351,348,2025-02-28 22:17:04.827243,4820.95,payment,app
1352,150,2025-02-25 22:17:04.827245,4726.8,deposit,atm
1353,542,2025-05-16 22:17:04.827249,4177.66,withdrawal,atm
1354,302,2025-01-27 22:17:04.827252,4052.62,payment,atm
1355,83,2024-12-26 22:17:04.827255,40.61,deposit,atm
1356,77,2025-02-16 22:17:04.827259,378.13,payment,branch
1357,983,2025-04-03 22:17:04.827261,4044.96,withdrawal,app
1358,160,2025-02-20 22:17:04.827264,3800.8,deposit,app
1359,827,2025-03-26 22:17:04.827267,4512.39,withdrawal,app
1360,982,2024-11-24 22:17:04.827270,1563.56,withdrawal,app
1361,276,2025-03-14 22:17:04.827273,248.33,deposit,atm
1362,164,2025-04-21 22:17:04.827276,58.55,withdrawal,branch
1363,797,2025-09-14 22:17:04.827280,3624.23,withdrawal,atm
1364,600,2024-12-17 22:17:04.827283,1262.85,deposit,branch
1365,765,2025-07-30 22:17:04.827286,3782.48,payment,branch
1366,573,2025-08-03 22:17:04.827289,4415.99,payment,atm
1367,392,2025-07-16 22:17:04.827292,3428.0,withdrawal,branch
1368,189,2025-05-14 22:17:04.827296,1967.1,deposit,app
1369,546,2025-06-04 22:17:04.827299,893.78,payment,branch
1370,246,2025-04-01 22:17:04.827302,271.38,deposit,atm
1371,244,2025-03-12 22:17:04.827305,1288.76,deposit,branch
1372,772,2024-10-21 22:17:04.827308,645.64,deposit,branch
1373,412,2025-03-14 22:17:04.827311,2179.18,payment,app
1374,449,2025-07-28 22:17:04.827314,3813.25,withdrawal,atm
1375,940,2024-12-17 22:17:04.827318,4694.47,withdrawal,app
1376,164,2025-07-22 22:17:04.827321,2314.84,payment,atm
1377,497,2024-09-25 22:17:04.827324,1890.78,payment,branch
1378,760,2025-07-01 22:17:04.827327,2696.75,withdrawal,branch
1379,247,2025-07-03 22:17:04.827330,2390.89,withdrawal,app
1380,399,2025-07-08 22:17:04.827333,3116.59,withdrawal,app
1381,361,2025-08-11 22:17:04.827337,1798.63,payment,app
1382,156,2025-04-09 22:17:04.827340,770.07,withdrawal,app
1383,99,2025-08-06 22:17:04.827343,4958.16,deposit,branch
1384,369,2025-08-29 22:17:04.827346,518.96,deposit,app
1385,47,2025-03-12 22:17:04.827349,4384.87,deposit,atm
1386,769,2024-12-01 22:17:04.827353,3139.44,payment,branch
1387,662,2025-05-28 22:17:04.827362,1562.78,payment,atm
1388,803,2025-05-19 22:17:04.827365,3836.13,withdrawal,atm
1389,941,2025-08-20 22:17:04.827368,943.4,payment,branch
1390,954,2025-02-28 22:17:04.827372,3385.72,withdrawal,app
1391,852,2025-01-24 22:17:04.827375,115.71,payment,app
1392,183,2025-03-03 22:17:04.827378,3485.89,withdrawal,atm
1393,418,2024-10-06 22:17:04.827381,3359.34,withdrawal,atm
1394,401,2025-08-04 22:17:04.827384,1653.08,deposit,branch
1395,53,2025-07-16 22:17:04.827388,1396.32,payment,app
1396,859,2025-03-22 22:17:04.827391,1343.55,withdrawal,branch
1397,310,2025-04-11 22:17:04.827394,1795.88,deposit,app
1398,346,2025-02-27 22:17:04.827397,233.9,withdrawal,app
1399,818,2024-10-15 22:17:04.827401,4786.67,payment,app
1400,910,2025-09-03 22:17:04.827404,4742.0,payment,app
1401,526,2024-10-12 22:17:04.827407,1002.3,payment,atm
1402,785,2025-02-26 22:17:04.827411,4091.92,payment,app
1403,336,2024-09-25 22:17:04.827414,2090.54,deposit,app
1404,717,2025-02-22 22:17:04.827417,3372.42,deposit,atm
1405,19,2024-11-03 22:17:04.827421,4517.67,deposit,app
1406,29,2025-07-01 22:17:04.827427,3431.97,withdrawal,branch
1407,338,2024-11-12 22:17:04.827430,3032.51,deposit,atm
1408,239,2025-07-04 22:17:04.827433,1295.71,deposit,branch
1409,541,2025-04-23 22:17:04.827436,1941.86,deposit,app
1410,413,2024-11-04 22:17:04.827440,203.08,deposit,app
1411,628,2025-08-14 22:17:04.827443,4032.36,deposit,branch
1412,820,2025-03-28 22:17:04.827446,260.27,payment,atm
1413,954,2024-09-29 22:17:04.827449,3172.68,payment,branch
1414,900,2025-05-31 22:17:04.827452,1914.78,withdrawal,branch
1415,705,2025-03-02 22:17:04.827456,1805.09,payment,atm
1416,855,2024-11-10 22:17:04.827459,1203.56,withdrawal,atm
1417,415,2024-10-17 22:17:04.827462,3314.7,withdrawal,app
1418,70,2025-03-07 22:17:04.827465,4891.9,deposit,app
1419,179,2025-04-22 22:17:04.827468,2923.41,withdrawal,branch
1420,994,2024-12-21 22:17:04.827472,3419.6,deposit,branch
1421,656,2024-12-23 22:17:04.827475,891.76,withdrawal,app
1422,247,2024-10-12 22:17:04.827478,4272.81,deposit,atm
1423,297,2024-12-02 22:17:04.827481,4752.43,payment,atm
1424,965,2025-05-13 22:17:04.827485,1199.7,deposit,branch
1425,527,2024-10-15 22:17:04.827488,1508.5,deposit,atm
1426,113,2024-12-10 22:17:04.827491,2733.87,withdrawal,app
1427,449,2025-02-19 22:17:04.827494,2672.79,withdrawal,app
1428,99,2024-10-28 22:17:04.827497,4336.21,deposit,atm
1429,316,2025-02-04 22:17:04.827501,2801.77,payment,app
1430,32,2025-05-06 22:17:04.827504,293.87,deposit,branch
1431,923,2025-03-25 22:17:04.827507,4385.93,withdrawal,branch
1432,446,2025-07-30 22:17:04.827510,2038.68,deposit,atm
1433,51,2024-09-30 22:17:04.827513,2703.73,payment,atm
1434,792,2025-02-26 22:17:04.827517,828.68,deposit,app
1435,994,2025-06-29 22:17:04.827520,4312.76,withdrawal,app
1436,800,2024-11-10 22:17:04.827523,4192.06,withdrawal,branch
1437,814,2025-09-03 22:17:04.827526,2968.85,payment,app
1438,861,2025-03-27 22:17:04.827530,1456.67,withdrawal,app
1439,535,2025-04-06 22:17:04.827535,390.58,withdrawal,branch
1440,716,2025-03-25 22:17:04.827537,3289.8,payment,atm
1441,264,2024-10-14 22:17:04.827540,1560.16,payment,atm
1442,217,2024-10-24 22:17:04.827543,1887.39,withdrawal,atm
1443,632,2025-07-24 22:17:04.827546,588.15,payment,branch
1444,718,2025-03-30 22:17:04.827549,1293.42,payment,app
1445,695,2025-05-17 22:17:04.827554,511.09,payment,branch
1446,513,2025-05-21 22:17:04.827558,4928.69,withdrawal,atm
1447,225,2025-04-25 22:17:04.827560,4518.24,withdrawal,app
1448,464,2025-04-08 22:17:04.827564,252.48,payment,app
1449,545,2025-03-19 22:17:04.827567,1477.32,payment,branch
1450,768,2024-11-28 22:17:04.827573,3834.64,deposit,app
1451,718,2024-11-29 22:17:04.827575,4832.84,payment,app
1452,21,2025-06-08 22:17:04.827579,1298.37,deposit,atm
1453,266,2024-12-10 22:17:04.827582,4500.08,withdrawal,app
1454,889,2025-03-10 22:17:04.827585,1017.2,withdrawal,branch
1455,563,2025-05-23 22:17:04.827588,2877.11,withdrawal,app
1456,736,2024-09-21 22:17:04.827591,3737.15,withdrawal,app
1457,226,2024-12-23 22:17:04.827595,1950.64,deposit,atm
1458,766,2025-02-05 22:17:04.827598,1363.54,payment,app
1459,158,2024-09-21 22:17:04.827601,623.1,withdrawal,app
1460,533,2025-09-04 22:17:04.827604,4410.39,withdrawal,app
1461,545,2024-09-25 22:17:04.827607,2128.05,payment,atm
1462,479,2025-03-11 22:17:04.827610,3553.39,payment,branch
1463,549,2025-06-30 22:17:04.827613,4992.35,withdrawal,branch
1464,506,2024-10-03 22:17:04.827616,4319.22,payment,branch
1465,722,2025-08-15 22:17:04.827620,2695.59,deposit,app
1466,427,2024-09-25 22:17:04.827623,1365.07,payment,app
1467,550,2024-10-15 22:17:04.827626,2201.07,payment,atm
1468,892,2024-11-13 22:17:04.827629,2876.66,deposit,branch
1469,355,2025-06-22 22:17:04.827632,1211.83,payment,atm
1470,751,2025-02-04 22:17:04.827642,729.01,payment,branch
1471,221,2025-02-09 22:17:04.827645,4442.68,payment,atm
1472,702,2025-03-25 22:17:04.827648,4685.29,payment,atm
1473,588,2024-12-02 22:17:04.827651,4897.61,deposit,atm
1474,746,2024-10-22 22:17:04.827655,543.68,withdrawal,branch
1475,232,2025-06-14 22:17:04.827658,584.59,payment,app
1476,622,2025-02-01 22:17:04.827662,2288.86,payment,atm
1477,357,2024-11-15 22:17:04.827665,1035.42,deposit,app
1478,536,2025-07-06 22:17:04.827668,2843.69,deposit,atm
1479,578,2025-07-12 22:17:04.827671,1202.78,deposit,app
1480,407,2024-10-16 22:17:04.827674,3602.32,withdrawal,app
1481,288,2025-05-18 22:17:04.827677,4660.22,deposit,atm
1482,429,2024-10-26 22:17:04.827686,727.24,withdrawal,branch
1483,619,2025-02-07 22:17:04.827690,4178.53,payment,atm
1484,808,2025-03-09 22:17:04.827693,2213.93,payment,atm
1485,406,2024-12-22 22:17:04.827696,2543.87,deposit,app
1486,203,2025-05-31 22:17:04.827699,2197.04,deposit,app
1487,641,2024-12-13 22:17:04.827703,3595.63,payment,atm
1488,903,2024-11-07 22:17:04.827706,327.17,deposit,atm
1489,675,2025-06-06 22:17:04.827709,2170.35,withdrawal,app
1490,767,2025-02-07 22:17:04.827712,4029.71,withdrawal,atm
1491,734,2025-01-02 22:17:04.827715,1156.44,deposit,atm
1492,872,2025-08-05 22:17:04.827718,786.78,withdrawal,atm
1493,464,2025-05-27 22:17:04.827722,4871.93,withdrawal,app
1494,55,2025-04-17 22:17:04.827725,3238.55,withdrawal,app
1495,584,2025-08-21 22:17:04.827728,2865.4,deposit,atm
1496,118,2025-01-04 22:17:04.827731,1018.97,withdrawal,atm
1497,319,2025-04-06 22:17:04.827734,4112.55,deposit,app
1498,352,2025-02-01 22:17:04.827738,4051.45,payment,app
1499,97,2025-05-20 22:17:04.827741,151.77,deposit,branch
1500,227,2025-01-22 22:17:04.827744,469.27,withdrawal,branch
1501,287,2025-02-05 22:17:04.827747,802.55,withdrawal,app
1502,250,2025-06-07 22:17:04.827750,2468.8,payment,branch
1503,509,2025-07-25 22:17:04.827754,907.22,deposit,atm
1504,406,2024-11-03 22:17:04.827757,3797.68,deposit,atm
1505,946,2024-12-05 22:17:04.827760,4612.42,withdrawal,atm
1506,279,2024-11-15 22:17:04.827763,4993.54,withdrawal,app
1507,176,2025-08-09 22:17:04.827766,415.75,withdrawal,app
1508,984,2025-07-16 22:17:04.827769,2435.36,withdrawal,app
1509,744,2025-02-22 22:17:04.827772,30.69,payment,app
1510,422,2024-11-10 22:17:04.827776,4358.03,payment,branch
1511,547,2024-12-14 22:17:04.827779,327.78,deposit,app
1512,844,2024-11-29 22:17:04.827783,2073.26,deposit,atm
1513,240,2024-09-21 22:17:04.827786,268.99,withdrawal,app
1514,184,2025-01-02 22:17:04.827789,710.1,deposit,app
1515,498,2025-02-08 22:17:04.827792,4012.46,withdrawal,app
1516,819,2024-10-03 22:17:04.827795,52.89,payment,app
1517,336,2025-03-18 22:17:04.827799,2115.68,withdrawal,branch
1518,667,2025-01-12 22:17:04.827803,2531.61,payment,app
1519,18,2025-04-25 22:17:04.827806,1975.36,payment,app
1520,835,2025-08-25 22:17:04.827809,671.82,payment,atm
1521,603,2025-03-11 22:17:04.827813,4773.7,payment,branch
1522,664,2024-11-21 22:17:04.827816,1094.55,withdrawal,branch
1523,429,2025-03-12 22:17:04.827819,2572.05,payment,branch
1524,787,2025-01-09 22:17:04.827822,4348.9,payment,app
1525,982,2025-02-01 22:17:04.827826,3877.11,deposit,branch
1526,731,2025-02-08 22:17:04.827829,3098.26,withdrawal,app
1527,904,2024-09-30 22:17:04.827832,2293.09,payment,branch
1528,281,2025-05-03 22:17:04.827836,1054.35,withdrawal,app
1529,217,2025-08-15 22:17:04.827839,661.44,deposit,atm
1530,478,2024-10-20 22:17:04.827842,864.44,deposit,atm
1531,171,2025-02-10 22:17:04.827845,900.85,deposit,app
1532,373,2024-09-30 22:17:04.827848,2712.86,deposit,atm
1533,665,2024-11-16 22:17:04.827851,138.7,payment,app
1534,963,2025-07-09 22:17:04.827855,4397.68,deposit,branch
1535,44,2025-05-26 22:17:04.827858,1048.04,deposit,atm
1536,955,2025-03-06 22:17:04.827861,2755.08,withdrawal,atm
1537,814,2024-11-15 22:17:04.827865,3415.81,deposit,branch
1538,93,2025-05-03 22:17:04.827868,962.92,withdrawal,atm
1539,775,2025-06-20 22:17:04.827871,1461.56,withdrawal,atm
1540,998,2024-12-24 22:17:04.827873,3069.36,withdrawal,atm
1541,460,2025-03-16 22:17:04.827876,2151.35,withdrawal,atm
1542,90,2025-08-05 22:17:04.827879,2454.02,withdrawal,branch
1543,242,2025-03-28 22:17:04.827882,2527.17,withdrawal,app
1544,281,2025-02-12 22:17:04.827885,3757.67,withdrawal,branch
1545,774,2025-01-07 22:17:04.827888,2782.2,withdrawal,atm
1546,678,2025-01-28 22:17:04.827890,4660.51,withdrawal,branch
1547,619,2025-02-07 22:17:04.827893,4121.34,payment,atm
1548,43,2025-04-08 22:17:04.827896,1134.73,deposit,branch
1549,18,2024-11-23 22:17:04.827899,3801.01,payment,atm
1550,51,2025-07-25 22:17:04.827902,1263.12,payment,branch
1551,171,2025-02-17 22:17:04.827905,202.55,withdrawal,branch
1552,336,2025-08-12 22:17:04.827908,782.69,deposit,atm
1553,947,2025-04-18 22:17:04.827911,1496.6,withdrawal,branch
1554,622,2025-08-26 22:17:04.827914,110.38,payment,atm
1555,949,2025-09-11 22:17:04.827916,3075.5,deposit,atm
1556,461,2025-08-13 22:17:04.827919,1490.64,payment,atm
1557,121,2025-01-17 22:17:04.827922,4663.83,deposit,atm
1558,822,2024-12-21 22:17:04.827924,4128.46,deposit,app
1559,988,2025-05-21 22:17:04.827927,255.71,deposit,app
1560,72,2025-07-21 22:17:04.827930,2117.19,deposit,branch
1561,5,2025-08-05 22:17:04.827933,766.41,deposit,atm
1562,988,2024-11-05 22:17:04.827935,4258.56,withdrawal,app
1563,726,2024-10-26 22:17:04.827939,4800.23,deposit,app
1564,923,2025-07-21 22:17:04.827941,2946.58,withdrawal,branch
1565,382,2024-11-30 22:17:04.827945,3928.46,withdrawal,app
1566,734,2025-07-02 22:17:04.827947,3754.36,deposit,branch
1567,625,2025-03-09 22:17:04.827950,4040.46,payment,app
1568,718,2025-02-24 22:17:04.827953,4919.57,deposit,branch
1569,830,2025-08-20 22:17:04.827956,3027.66,withdrawal,atm
1570,972,2025-01-15 22:17:04.827958,3743.38,withdrawal,app
1571,174,2025-07-10 22:17:04.827961,1110.99,payment,atm
1572,269,2025-02-08 22:17:04.827964,4492.23,payment,atm
1573,276,2025-03-20 22:17:04.827967,1684.4,withdrawal,branch
1574,769,2025-09-07 22:17:04.827970,3414.5,payment,atm
1575,251,2025-06-25 22:17:04.827973,377.9,withdrawal,atm
1576,153,2025-06-09 22:17:04.827976,3876.79,withdrawal,app
1577,792,2025-03-09 22:17:04.827979,4413.25,withdrawal,app
1578,471,2025-06-18 22:17:04.827981,398.74,deposit,app
1579,381,2025-01-26 22:17:04.827984,2722.65,deposit,atm
1580,121,2025-04-19 22:17:04.827987,3261.69,deposit,branch
1581,657,2025-08-12 22:17:04.827995,2880.07,payment,branch
1582,284,2025-01-15 22:17:04.827998,1164.55,payment,atm
1583,353,2025-03-14 22:17:04.828001,1685.45,deposit,app
1584,253,2025-08-30 22:17:04.828004,4493.48,payment,atm
1585,186,2025-05-31 22:17:04.828007,489.07,payment,atm
1586,317,2025-05-30 22:17:04.828028,2666.76,withdrawal,app
1587,570,2025-04-19 22:17:04.828030,4367.46,deposit,atm
1588,95,2025-03-18 22:17:04.828033,1136.24,payment,branch
1589,283,2025-07-14 22:17:04.828036,3723.87,withdrawal,app
1590,939,2025-01-24 22:17:04.828039,4056.94,payment,app
1591,146,2024-11-27 22:17:04.828042,3769.29,withdrawal,branch
1592,94,2025-07-29 22:17:04.828045,1455.2,payment,atm
1593,493,2025-02-08 22:17:04.828048,3259.17,withdrawal,atm
1594,143,2024-12-21 22:17:04.828051,2079.29,deposit,atm
1595,752,2024-11-03 22:17:04.828053,3726.15,deposit,app
1596,573,2024-11-28 22:17:04.828056,2845.57,payment,branch
1597,433,2025-05-09 22:17:04.828059,2739.13,deposit,branch
1598,251,2024-11-08 22:17:04.828062,1352.65,withdrawal,atm
1599,531,2025-07-05 22:17:04.828065,3534.92,deposit,atm
1600,560,2024-12-31 22:17:04.828068,625.94,payment,atm
1601,645,2024-09-25 22:17:04.828071,1038.19,payment,atm
1602,393,2024-10-13 22:17:04.828074,832.19,withdrawal,atm
1603,251,2025-05-08 22:17:04.828077,4894.95,withdrawal,branch
1604,457,2025-04-17 22:17:04.828080,1253.55,deposit,app
1605,259,2025-08-30 22:17:04.828083,1414.04,payment,app
1606,5,2025-05-13 22:17:04.828085,1458.82,payment,atm
1607,593,2025-08-11 22:17:04.828089,4950.48,withdrawal,branch
1608,193,2024-11-01 22:17:04.828091,958.93,payment,app
1609,84,2024-10-03 22:17:04.828094,2615.46,deposit,branch
1610,78,2024-10-15 22:17:04.828097,309.63,deposit,branch
1611,800,2025-02-13 22:17:04.828100,4639.63,withdrawal,app
1612,186,2025-05-13 22:17:04.828103,97.8,payment,app
1613,75,2025-05-03 22:17:04.828106,1320.32,deposit,atm
1614,927,2025-06-06 22:17:04.828108,2824.02,payment,branch
1615,899,2025-03-16 22:17:04.828111,1468.47,payment,branch
1616,766,2024-12-09 22:17:04.828114,2298.77,payment,app
1617,493,2025-07-29 22:17:04.828117,1396.89,payment,atm
1618,234,2024-10-17 22:17:04.828120,3013.07,payment,app
1619,945,2025-06-25 22:17:04.828123,1421.89,deposit,atm
1620,849,2025-08-14 22:17:04.828126,3571.8,payment,app
1621,586,2025-04-15 22:17:04.828129,1731.77,payment,branch
1622,485,2024-10-13 22:17:04.828131,2644.82,deposit,branch
1623,799,2025-05-02 22:17:04.828134,182.57,deposit,atm
1624,519,2025-06-07 22:17:04.828137,3530.17,payment,app
1625,516,2025-04-03 22:17:04.828140,744.42,payment,branch
1626,936,2025-05-07 22:17:04.828143,464.38,withdrawal,branch
1627,89,2025-01-18 22:17:04.828146,552.66,withdrawal,app
1628,705,2025-03-30 22:17:04.828148,2127.41,deposit,app
1629,656,2024-09-29 22:17:04.828151,4451.96,withdrawal,app
1630,365,2025-05-20 22:17:04.828154,3715.37,payment,app
1631,47,2024-10-09 22:17:04.828157,1280.19,payment,app
1632,953,2025-03-31 22:17:04.828160,3793.77,deposit,atm
1633,405,2025-01-22 22:17:04.828163,1176.61,payment,branch
1634,587,2025-06-23 22:17:04.828165,200.51,withdrawal,branch
1635,369,2024-12-27 22:17:04.828170,4780.31,withdrawal,atm
1636,725,2025-06-18 22:17:04.828173,662.04,payment,atm
1637,413,2025-05-16 22:17:04.828176,3605.42,payment,atm
1638,675,2025-02-22 22:17:04.828179,3975.43,withdrawal,atm
1639,715,2025-02-03 22:17:04.828182,4324.13,withdrawal,app
1640,104,2025-01-25 22:17:04.828184,2251.95,payment,app
1641,266,2025-04-23 22:17:04.828187,4805.53,payment,app
1642,976,2024-12-23 22:17:04.828190,4163.29,deposit,atm
1643,352,2025-05-11 22:17:04.828193,551.8,deposit,app
1644,320,2025-08-29 22:17:04.828196,4256.34,deposit,branch
1645,623,2024-11-05 22:17:04.828198,4108.9,withdrawal,app
1646,988,2025-02-20 22:17:04.828202,344.88,withdrawal,app
1647,244,2024-10-25 22:17:04.828204,492.95,withdrawal,app
1648,119,2025-07-03 22:17:04.828208,4365.4,deposit,atm
1649,34,2025-07-06 22:17:04.828210,3280.97,deposit,branch
1650,965,2025-06-06 22:17:04.828213,1317.17,withdrawal,atm
1651,566,2024-12-26 22:17:04.828216,3840.03,deposit,atm
1652,216,2025-03-29 22:17:04.828219,4478.56,deposit,branch
